date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:52:48	180247/180247	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:46%20GMT	https://new.novardis.com/en/solution/ecom-service-maintenance-sap-service-cloud/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/ecom-service-maintenance-sap-service-cloud/index.html	(from https://new.novardis.com/en/)
12:52:49	179027/179027	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:46%20GMT	https://new.novardis.com/en/solution/enterprise-management-sap-erp/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/enterprise-management-sap-erp/index.html	(from https://new.novardis.com/en/)
12:52:49	182079/182079	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:47%20GMT	https://new.novardis.com/en/solution/enterprise-management-sap-finance-controlling/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/enterprise-management-sap-finance-controlling/index.html	(from https://new.novardis.com/en/)
12:52:50	181992/181992	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:48%20GMT	https://new.novardis.com/en/solution/enterprise-management-sap-plant-maintenance/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/enterprise-management-sap-plant-maintenance/index.html	(from https://new.novardis.com/en/)
12:52:51	200252/200252	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:48%20GMT	https://new.novardis.com/en/solution/retail-process-management-sap-for-retail/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/retail-process-management-sap-for-retail/index.html	(from https://new.novardis.com/en/)
12:52:52	189061/189061	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:50%20GMT	https://new.novardis.com/en/solution/retail-process-management-sap-udf-fr/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/retail-process-management-sap-udf-fr/index.html	(from https://new.novardis.com/en/)
12:52:53	181866/181866	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:50%20GMT	https://new.novardis.com/en/solution/retail-process-management-sap-car/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/retail-process-management-sap-car/index.html	(from https://new.novardis.com/en/)
12:52:53	185957/185957	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:51%20GMT	https://new.novardis.com/en/solution/retail-process-management-sap-attp/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/retail-process-management-sap-attp/index.html	(from https://new.novardis.com/en/)
12:52:53	184797/184797	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:51%20GMT	https://new.novardis.com/en/solution/retail-process-management-sap-arp/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/solution/retail-process-management-sap-arp/index.html	(from https://new.novardis.com/en/)
12:52:53	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jun%202022%2007:22:52%20GMT	https://new.novardis.com/wp-content/themes/novardis/assets/css/owl.video.play.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/themes/novardis/assets/css/owl.video.play.png	(from https://new.novardis.com/wp-content/themes/novardis/assets/css/main.css?ver=1.0)
12:52:53	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:53%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/solutions/)
12:52:54	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:53%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/solutions/)
12:52:54	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:53%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/services/)
12:52:54	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:54%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/services/)
12:52:54	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:54%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/)
12:52:55	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:54%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/)
12:52:58	189911/189911	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:55%20GMT	https://new.novardis.com/en/projects/?tag=e-commerce	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/indexdbf4.html	(from https://new.novardis.com/en/projects/)
12:52:59	173954/173954	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:55%20GMT	https://new.novardis.com/en/projects/?tag=custom%20development	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index9829.html	(from https://new.novardis.com/en/projects/)
12:52:59	186397/186397	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:55%20GMT	https://new.novardis.com/en/projects/?tag=enterprise%20management	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index23f1.html	(from https://new.novardis.com/en/projects/)
12:52:59	177363/177363	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:55%20GMT	https://new.novardis.com/en/projects/?tag=transport%20logistics	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index582b.html	(from https://new.novardis.com/en/projects/)
12:53:00	192720/192720	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:58%20GMT	https://new.novardis.com/en/projects/?tag=warehouse%20management	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index396f.html	(from https://new.novardis.com/en/projects/)
12:53:00	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:22:59%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/company/)
12:53:00	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:00%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/company/)
12:53:02	192703/192703	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:22:59%20GMT	https://new.novardis.com/en/projects/?tag=retail%20process%20management	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/indexe254.html	(from https://new.novardis.com/en/projects/)
12:53:03	191951/191951	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:00%20GMT	https://new.novardis.com/en/project/svyaznoy/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/svyaznoy/index.html	(from https://new.novardis.com/en/projects/)
12:53:03	174058/174058	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:00%20GMT	https://new.novardis.com/en/projects/?tag=business%20process%20and%20data%20analysis	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index1009.html	(from https://new.novardis.com/en/projects/)
12:53:03	173964/173964	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:00%20GMT	https://new.novardis.com/en/projects/?tag=analytical%20reporting	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index9859.html	(from https://new.novardis.com/en/projects/)
12:53:03	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:03%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/careers/)
12:53:04	195656/195656	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:03%20GMT	https://new.novardis.com/en/project/366/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/366/index.html	(from https://new.novardis.com/en/projects/)
12:53:04	194332/194332	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:03%20GMT	https://new.novardis.com/en/project/globus/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/globus/index.html	(from https://new.novardis.com/en/projects/)
12:53:04	197589/197589	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:03%20GMT	https://new.novardis.com/en/project/komus/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/komus/index.html	(from https://new.novardis.com/en/projects/)
12:53:04	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:04%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/careers/)
12:53:05	205455/205455	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:04%20GMT	https://new.novardis.com/en/projects/?pag=2	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/indexf05b.html	(from https://new.novardis.com/en/projects/)
12:53:05	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:05%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/contacts/)
12:53:05	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:05%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/contacts/)
12:53:05	183881/183881	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:05%20GMT	https://new.novardis.com/en/projects/?pag=3	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/projects/index84aa.html	(from https://new.novardis.com/en/projects/)
12:53:06	176720/176720	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:05%20GMT	https://new.novardis.com/en/feedback/?mode=career	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/feedback/indexae8a.html	(from https://new.novardis.com/en/careers/)
12:53:07	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:06%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/industries/)
12:53:07	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:06%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/industries/)
12:53:07	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:07%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:08	194816/194816	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:07%20GMT	https://new.novardis.com/en/project/lenta-3/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/lenta-3/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:08	196309/196309	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:07%20GMT	https://new.novardis.com/en/project/mvideo-eldorado-group/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/mvideo-eldorado-group/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:08	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:08%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:11	196583/196583	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:08%20GMT	https://new.novardis.com/en/project/megafon/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/megafon/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:12	193877/193877	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:09%20GMT	https://new.novardis.com/en/project/posuda-center/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/posuda-center/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:12	194095/194095	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:11%20GMT	https://new.novardis.com/en/project/prisma/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/prisma/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:12	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:12%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=fmcg)
12:53:15	192972/192972	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:12%20GMT	https://new.novardis.com/en/project/okhapka/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/okhapka/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:15	1469336/1469336	---M--	200	added ('OK')	image/png	etag:%22626a4645-166b98%22	https://new.novardis.com/wp-content/uploads/2022/04/%d0%9e%d1%82%d1%80%d0%b0%d1%81%d0%bb%d0%b8_%d0%b1%d0%b0%d0%bd.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/%d0%9e%d1%82%d1%80%d0%b0%d1%81%d0%bb%d0%b8_%d0%b1%d0%b0%d0%bd.png	(from https://new.novardis.com/en/industries/)
12:53:15	195183/195183	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:13%20GMT	https://new.novardis.com/en/project/spar-ural/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/spar-ural/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:15	1076472/1076472	---M--	200	added ('OK')	image/png	etag:%22626a4645-106cf8%22	https://new.novardis.com/wp-content/uploads/2022/04/%d0%9e%d1%82%d1%80%d0%b0%d1%81%d0%bb%d0%b8_%d0%bc%d0%be%d0%b1.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/%d0%9e%d1%82%d1%80%d0%b0%d1%81%d0%bb%d0%b8_%d0%bc%d0%be%d0%b1.png	(from https://new.novardis.com/en/industries/)
12:53:15	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:15%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=fmcg)
12:53:16	194493/194493	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:15%20GMT	https://new.novardis.com/en/project/utkonos/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/utkonos/index.html	(from https://new.novardis.com/en/projects/?tag=retail)
12:53:16	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:15%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=wholesale%20distribution)
12:53:16	193546/193546	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:15%20GMT	https://new.novardis.com/en/project/talosto/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/talosto/index.html	(from https://new.novardis.com/en/projects/?tag=fmcg)
12:53:17	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:16%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=wholesale%20distribution)
12:53:17	194513/194513	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:16%20GMT	https://new.novardis.com/en/project/megapolis/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/megapolis/index.html	(from https://new.novardis.com/en/projects/?tag=wholesale%20distribution)
12:53:17	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:16%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=multilevel%20marketing)
12:53:17	195206/195206	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:16%20GMT	https://new.novardis.com/en/project/vostok-zapad/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/vostok-zapad/index.html	(from https://new.novardis.com/en/projects/?tag=wholesale%20distribution)
12:53:17	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:17%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=multilevel%20marketing)
12:53:18	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:17%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=life%20sciences)
12:53:18	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:17%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=life%20sciences)
12:53:18	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:18%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=transportation%20and%20logistics)
12:53:19	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:18%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=transportation%20and%20logistics)
12:53:19	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:18%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=agribusiness)
12:53:19	195921/195921	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:18%20GMT	https://new.novardis.com/en/project/pulkovo/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/pulkovo/index.html	(from https://new.novardis.com/en/projects/?tag=transportation%20and%20logistics)
12:53:19	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:19%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/projects/?tag=agribusiness)
12:53:19	193724/193724	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Jun%202022%2007:23:19%20GMT	https://new.novardis.com/en/project/damate/	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/project/damate/index.html	(from https://new.novardis.com/en/projects/?tag=transportation%20and%20logistics)
12:53:20	8261/8261	---M--	200	added ('OK')	image/png	etag:%22626a4645-2045%22	https://new.novardis.com/wp-content/uploads/2022/04/TUIgroup-1.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/TUIgroup-1.png	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:20	1816/1816	---M--	200	added ('OK')	image/png	etag:%22626a4645-718%22	https://new.novardis.com/wp-content/uploads/2022/02/logo-2.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/02/logo-2.png	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:20	33956/33956	---M--	200	added ('OK')	image/png	etag:%22626a4645-84a4%22	https://new.novardis.com/wp-content/uploads/2022/04/M-1-1.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/M-1-1.png	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:20	7344/7344	---M--	200	added ('OK')	image/png	etag:%22626a4645-1cb0%22	https://new.novardis.com/wp-content/uploads/2022/04/Group-25413-1.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/Group-25413-1.png	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:21	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%22628d543f-ba5%22	https://new.novardis.com/wp-includes/js/comment-reply.min.js?ver=6.0	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-includes/js/comment-reply.minf049.js	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:21	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:20%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:21	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:20%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/service/development-of-solutions-for-the-clients-tasks/)
12:53:22	18113/18113	---M--	200	added ('OK')	image/png	etag:%22626a4645-46c1%22	https://new.novardis.com/wp-content/uploads/2022/04/image-51.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/image-51.png	(from https://new.novardis.com/en/service/digital-transformation/)
12:53:22	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:21%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/service/digital-transformation/)
12:53:22	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2005%20Jun%202022%2007:23:21%20GMT	https://new.novardis.com/en/company	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/en/company	(from https://new.novardis.com/en/service/digital-transformation/)
12:53:22	15887/15887	---M--	200	added ('OK')	image/png	etag:%22626a4645-3e0f%22	https://new.novardis.com/wp-content/uploads/2022/04/image-50.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/image-50.png	(from https://new.novardis.com/en/service/sap-solutions-implementation/)
12:53:23	46501/46501	---M--	200	added ('OK')	image/png	etag:%22626a4645-b5a5%22	https://new.novardis.com/wp-content/uploads/2022/04/DAMATE-1-2.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/DAMATE-1-2.png	(from https://new.novardis.com/en/service/sap-solutions-implementation/)
12:53:23	2716/2716	---M--	200	added ('OK')	image/png	etag:%22626a4645-a9c%22	https://new.novardis.com/wp-content/uploads/2022/02/logo-3.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/02/logo-3.png	(from https://new.novardis.com/en/service/sap-solutions-implementation/)
12:53:23	21294/21294	---M--	200	added ('OK')	image/png	etag:%22626a4645-532e%22	https://new.novardis.com/wp-content/uploads/2022/04/G-Drive_LOGO-1.png	C:/Users/ACSS/Documents/VV%20Duplicate/2/https___new.novardis.com_en_/new.novardis.com/wp-content/uploads/2022/04/G-Drive_LOGO-1.png	(from https://new.novardis.com/en/service/sap-solutions-implementation/)
